派别,场所名称,地址,负责人姓名,省级行政区,省属地级行政区/直辖市属县区级行政区,经纬度,,,,,,
正一,状元街道东垟三圣观,浙江省温州市龙湾区状元街道横街村东垟路,朱阿生,浙江,温州市,"120.752332,27.977792",,,,,,
正一,状元街道三郎桥村高殿庄济观道教,浙江省温州市龙湾区状元街道三郎桥村,黄阿碎,浙江,温州市,"120.733893,27.956969",,,,,,
正一,状元街道三郎桥太阴宫,浙江省温州市龙湾区状元街道三郎桥村,徐国华,浙江,温州市,"120.733893,27.956969",,,,,,
正一,状元街道石坦都衙观,浙江省温州市龙湾区状元街道石坦南岸,尤金良,浙江,温州市,"120.748012,27.962993",,,,,,
正一,状元街道玉灵观,浙江省温州市龙湾区状元街道御史桥村,诸珍良,浙江,温州市,"120.766373,27.963725",,,,,,
正一,状元街道状元桥村桥底双联观,浙江省温州市龙湾区状元街道状元桥村桥底路营盘16号,石金林,浙江,温州市,"120.766809,27.970369",,,,,,
正一,滨江街道洪殿元弼道观,浙江省温州市鹿城区滨江街道黎明中路109号,叶松华,浙江,温州市,"120.687330,28.009916",,,,,,
正一,滨江街道华光观,浙江省温州市鹿城区滨江街道上蒲州鲍州路2号,李永清,浙江,温州市,"120.713837,28.005552",,,,,,
正一,滨江街道柏园道观,浙江省温州市鹿城区滨江街道会展路七百桥边,胡理生,浙江,温州市,"120.728654,28.001804",,,,,,
正一,滨江街道上村元弼道观,浙江省温州市鹿城区滨江街道民航路前岸巷1号,林永祥,浙江,温州市,"120.695285,28.016422",,,,,,
正一,滨江街道上江道观,浙江省温州市鹿城区滨江街道滨江中路2号,胡远夫,浙江,温州市,"120.691871,28.016172",,,,,,
正一,滨江街道五显观,浙江省温州市鹿城区滨江街道蒲州村,李启松,浙江,温州市,"120.724337,27.997739",,,,,,
正一,南汇街道德胜观,浙江省温州市鹿城区南郊乡葡萄棚路42号,池昌尧,浙江,温州市,"120.649880,27.991490",,,,,,
正一,滨江街道赤岩道观,浙江省温州市鹿城区滨江街道杨府山路49号温州建设集团地块,黄旭明,浙江,温州市,"120.707625,28.010525",,,,,,
正一,滨江街道杨府山双联观,浙江省温州市鹿城区滨江街道杨府山路陡门西路74号,胡洪清,浙江,温州市,"120.711346,28.017851",,,,,,
正一,南汇街道清心道观,浙江省温州市鹿城区滨江街道巨一村大坝节,赵学娒,浙江,温州市,"120.709286,27.993868",,,,,,
正一,南汇街道上田太阴宫,浙江省温州市鹿城区南汇街道上田村,姜康妹,浙江,温州市,"120.700479,27.981582",,,,,,
正一,南汇街道吴山第一观,浙江省温州市鹿城区南汇街道锦绣路,李清松,浙江,温州市,"120.643938,27.995749",,,,,,
正一,南汇街道孝佑宫,浙江省温州市鹿城区南浦街道温迪西路,林松祥,浙江,温州市,"120.674828,27.992321",,,,,,
正一,南汇街道永屿宫,浙江省温州市鹿城区南汇街道东屿村东口路157—1号,於唐娒,浙江,温州市,"120.695285,28.016422",,,,,,
正一,七都街道胡三宫,浙江省温州市鹿城区七都街道前沙村,吴有兄,浙江,温州市,"120.771995,27.987073",,,,,,
正一,七都街道老涂五岳观,浙江省温州市鹿城区七都街道老涂村,黄立生,浙江,温州市,"120.770239,28.005444",,,,,,
正一,七都街道太平宫,浙江省温州市鹿城区七都镇板桥村,林长楣,浙江,温州市,"120.752075,28.002224",,,,,,
正一,七都街道太阴宫,浙江省温州市鹿城区七都街道上沙村,胡宝桢,浙江,温州市,"120.750200,28.013925",,,,,,
正一,藤桥镇圣母宫,浙江省温州市鹿城区藤桥镇后垟村,黄国尧,浙江,温州市,"120.507731,28.069944",,,,,,
正一,松台街道苍峰宫,浙江省温州市鹿城区西山西路外莲花山,潘高菊,浙江,温州市,"120.630343,27.989637",,,,,,
正一,松台街道黄龙道观,浙江省温州市鹿城区黄龙腾飞路1号,潘统光,浙江,温州市,"120.591278,28.046627",,,,,,
正一,五马街道河屿桥三元宫,浙江省温州市鹿城区五马街道湖屿桥,叶崇钦,浙江,温州市,"120.659336,28.012207",,,,,,
正一,五马街道荷花太阴宫 ,浙江省温州市鹿城区五马街道荷花路372号,戴文林,浙江,温州市,"120.659309,28.006032",,,,,,
正一,五马街道湖心道观 ,浙江省温州市鹿城区五马街道山前街1号 ,黄玉琴,浙江,温州市,"120.665981,28.002141",,,,,,
正一,滨江街道瞿屿观,浙江省温州市鹿城区滨江街道杨府山北山脚,郑阿荣,浙江,温州市,"120.710976,28.009407",,,,,,
正一,滨江街道蒲州双联观,浙江省温州市鹿城区滨江街道汤家桥路573号,叶青松,浙江,温州市,"120.716772,28.004265",,,,,,
正一,滨江街道蒲州太阴宫,浙江省温州市鹿城区滨江街道蒲州村268号,姜锦堂,浙江,温州市,"120.724337,27.997739",,,,,,
正一,滨江街道蒲州孝佑宫,浙江省温州市鹿城区滨江街道蒲州街斗门头,黄国林,浙江,温州市,"120.718190,28.000620",,,,,,
正一,滨江街道钱库宫,浙江省温州市鹿城区滨江街道上陡门浦西路,李金春,浙江,温州市,"120.611397,28.051959",,,,,,
正一,滨江街道青云道观,浙江省温州市鹿城区滨江街道黎二村板桥头后巷西首,叶玉香,浙江,温州市,"120.693976,28.014160",,,,,,
正一,洞桥山上清宫,浙江省温州市鹿城区仰义街道洞桥山,林松波,浙江,温州市,"120.585652,28.057563",,,,,,
正一,南汇街道玉清道观,浙江省温州市鹿城区绣山街道龙沈村沈宅,吴永芬,浙江,温州市,"120.686874,27.990620",,,,,,
正一,南汇街道硃砂宫,浙江省温州市鹿城区绣山街道横渎村横渎东路3号,郑志明,浙江,温州市,"120.696540,27.998208",,,,,,
正一,七都街道赤府观,浙江省温州市鹿城区七都街道吟州村,万岩有,浙江,温州市,"120.776810,27.999496",,,,,,
正一,南汇街道金山宫,浙江省温州市鹿城区滨江街道黎明东路山下巷,吴兰生,浙江,温州市,"120.701057,28.003856",,,,,,
正一,七都街道浮沙赤岩观,浙江省温州市鹿城区七都街道樟里村,陈宝教,浙江,温州市,"120.752787,28.008442",,,,,,
正一,七都街道广济宫,浙江省温州市鹿城区七都街道吟州村,黄宝光,浙江,温州市,"120.776810,27.999496",,,,,,
正一,藤桥镇太母宫,浙江省温州市鹿城区藤桥镇南岸村,周耀光,浙江,温州市,"120.503917,28.067770",,,,,,
正一,五马街道家庆道观 ,浙江省温州市鹿城区五马街道江滨西路204号,邓国栋,浙江,温州市,"120.674547,28.019376",,,,,,
正一,五马街道溥泽宫 ,浙江省温州市鹿城区五马街道矮凳桥22弄 ,方瑞发,浙江,温州市,"120.677088,28.014309",,,,,,
正一,五马街道山元道观,浙江省温州市鹿城区五马街道海坦山 ,徐碎豹,浙江,温州市,"120.661083,28.021542",,,,,,
正一,松台街道惠应道观,浙江省温州市鹿城区水心路7弄1号,徐耀寿,浙江,温州市,"120.649269,28.004769",,,,,,
正一,松台街道金莲道观,浙江省温州市鹿城区景山金莲道观,孙阿松,浙江,温州市,"120.655135,28.015455",,,,,,
正一,松台街道棉岩道观,浙江省温州市鹿城区双桥村上桥路128号,黄光弟,浙江,温州市,"120.542278,28.099803",,,,,,
正一,松台街道天妃宫,浙江省温州市鹿城区斋堂巷29号,潘锡林,浙江,温州市,"120.644371,28.018405",,,,,,
全真,松台街道玉皇楼,浙江省温州市鹿城区松台街道翠微山,季胜生,浙江,温州市,"120.626197,28.017569",,,,,,
正一,五马街道天仙道观 ,浙江省温州市鹿城区五马街道童子殿巷20号 ,何建敏,浙江,温州市,"120.657554,28.019048",,,,,,
正一,仰义街道云山宫,浙江省温州市鹿城区前京龙娘山,黄国桃,浙江,温州市,"120.578250,28.081928",,,,,,
正一,五马街道汇车桥道观,浙江省温州市鹿城区五马街道汇车桥,黄焕尧,浙江,温州市,"120.665291,28.000475",,,,,,
全真,双屿街道城隍道院,浙江省温州市鹿城区双屿街道城隍道院,陈逢春,浙江,温州市,"120.510235,27.589032",,,,,,
正一,双屿街道慈霞道观,浙江省温州市鹿城区黄龙街道下寅君子峰,陈金池,浙江,温州市,"120.606544,28.002358",,,,,,
全真,松台街道白云观,浙江省温州市鹿城区翠微山,余朝光,浙江,温州市,"120.626197,28.017569",,,,,,
正一,松台街道正和道观,浙江省温州市鹿城区下桥65号,毛笑莲,浙江,温州市,"120.627923,28.006984",,,,,,
正一,藤桥镇枫林岙村玄坦观,浙江省温州市鹿城区藤桥镇上戍枫林岙村,金周良,浙江,温州市,"120.519071,28.095008",,,,,,
正一,五马街道显洪道观 ,浙江省温州市鹿城区五马街道永川路,黄信义,浙江,温州市,"120.664971,28.021975",,,,,,
正一,五马街道岳飞庙,浙江省温州市鹿城区五马街道垟儿路92号 ,金相云,浙江,温州市,"120.669395,28.015821",,,,,,
正一,茶山街道洪崖道观,浙江省温州市瓯海区茶山街道洪殿村岩头,徐永龙,浙江,温州市,"120.710617,27.909719",,,,,,
正一,郭溪街道笔架山道观,浙江省温州市瓯海区郭溪街道笔架山下,赵金松,浙江,温州市,"120.573670,27.991375",,,,,,
正一,娄桥镇无量道观,浙江省温州市瓯海区娄桥镇东耕村吹台山,谢炳海,浙江,温州市,"120.615486,27.942699",,,,,,
正一,南白象街道白云道观,浙江省温州市瓯海区南白象街道白象村,邱崇桂,浙江,温州市,"120.685600,27.928455",,,,,,
正一,南白象街道洞文观,浙江省温州市瓯海区南白象街道白象村,张进龙,浙江,温州市,"120.685600,27.928455",,,,,,
正一,丽岙街道杨圣观,浙江省温州市瓯海区丽岙街道杨宅村芙蓉尖高峰,杨士春,浙江,温州市,"120.601163,27.908493",,,,,,
全真,南白象街道清凉道观,浙江省温州市瓯海区南白象街道南湖村陈庄,邵达民,浙江,温州市,"120.678727,27.953738",,,,,,
正一,南白象街道霞坊嶂屿山观,浙江省温州市瓯海区南白象街道霞坊嶂屿山,余寿钿,浙江,温州市,"120.684887,27.942926",,,,,,
正一,景山街道乌岩道院,浙江省温州市瓯海区景山街道将军村乌岩头8号,严耀章,浙江,温州市,"120.633990,28.004751",,,,,,
正一,景山街道显惠宫,浙江省温州市瓯海区景山街道净水村,李永清,浙江,温州市,"120.633516,27.991936",,,,,,
正一,街道前林大圣观,浙江省温州市瓯海区南白象街道前林,应宗龙,浙江,温州市,"120.680730,27.946107",,,,,,
正一,景山街道华光观,浙江省温州市瓯海区景山街道西山东路102弄1号,金步池,浙江,温州市,"120.640264,27.994658",,,,,,
正一,景山街道太清宫,浙江省温州市瓯海区景山街道西山东路116号,卢阿光,浙江,温州市,"120.641152,27.997729",,,,,,
正一,丽岙街道崇福观,浙江省温州市瓯海区丽岙街道丽塘村东村,张秀荣,浙江,温州市,"120.656406,27.913531",,,,,,
正一,瞿溪街道八仙岩道观,浙江省温州市瓯海区瞿溪街道桥下村,陈定芳,浙江,温州市,"120.530355,27.986147",,,,,,
正一,潘桥街道上清观,浙江省温州市瓯海区潘桥街道丁岙村,沈宗柳,浙江,温州市,"120.553920,27.949809",,,,,,
正一,潘桥街道五斗太阴宫,浙江省温州市瓯海区潘桥街道河西村皎庄,陈貅,浙江,温州市,"120.574757,27.962346",,,,,,
正一,潘桥街道霞碧宫,浙江省温州市瓯海区潘桥街道霞碧山,陈三豹,浙江,温州市,"120.585007,27.956866",,,,,,
正一,三垟街道五灵观,浙江省温州市瓯海区三垟街道吕家岸村兴岸路64号,李洪波,浙江,温州市,"120.707591,27.978010",,,,,,
正一,三垟街道夏家牌太阴宫,浙江省温州市瓯海区三垟街道夏家牌82号,朱松香,浙江,温州市,"120.727506,27.966461",,,,,,
正一,梧田街道妙鸿道院,浙江省温州市瓯海区梧田街道塘西村殿后路2号,黄正祥,浙江,温州市,"120.676454,27.974655",,,,,,
正一,梧田街道塘西陈圣观,浙江省温州市瓯海区梧田街道塘西山村咸占渎,郑小玉,浙江,温州市,"120.679311,27.979234",,,,,,
正一,梧田街道梧田太阴宫,浙江省温州市瓯海区梧田街道东垟金川路,张朝奎,浙江,温州市,"120.680491,27.972221",,,,,,
正一,潘桥街道忠义观,浙江省温州市瓯海区潘桥街道林桥头东路29号,金爱国,浙江,温州市,"120.576112,27.961076",,,,,,
正一,郭溪街道任相公观,浙江省温州市瓯海区郭溪街道塘下梅园村,张巧松,浙江,温州市,"120.574040,28.000881",,,,,,
正一,梧田街道伴云道观,浙江省温州市瓯海区梧田街道南村,蔡宗义,浙江,温州市,"120.606789,27.968397",,,,,,
正一,梧田街道慈航道院,浙江省温州市瓯海区梧田街道南村幸福路81号,吴信威,浙江,温州市,"120.655812,27.937625",,,,,,
正一,梧田街道聚圣观,浙江省温州市瓯海区梧田街道梧三路227号,张朝元,浙江,温州市,"120.680238,27.963951",,,,,,
正一,梧田街道丽田太阴宫,浙江省温州市瓯海区梧田街道南丽田街32-34号,王崇,浙江,温州市,"120.674939,27.982887",,,,,,
正一,新桥街道鹤云观,浙江省温州市瓯海区新桥街道山前村,周建平,浙江,温州市,"120.613799,27.990352",,,,,,
正一,新桥街道青心观,浙江省温州市瓯海区新桥街道高翔村中心路17号,黄晓东,浙江,温州市,"120.551800,27.980889",,,,,,
正一,泽雅镇陈垟宫,浙江省温州市瓯海区泽雅镇天长村,徐明弟,浙江,温州市,"120.493664,28.029315",,,,,,
正一,泽雅镇刘大宫,浙江省温州市瓯海区泽雅镇南山村,潘锡云,浙江,温州市,"120.483940,28.029494",,,,,,
正一,泽雅镇龙井宫,浙江省温州市瓯海区泽雅镇大石垟村,林定滔,浙江,温州市,"120.424773,27.975132",,,,,,
正一,潘桥街道陈龙观,浙江省温州市瓯海区潘桥街道府村山下垟儿路35号,林春长,浙江,温州市,"120.583330,27.937096",,,,,,
正一,三垟街道张家桥太阴宫,浙江省温州市瓯海区三垟街道沙河村张家桥58号,陈南生,浙江,温州市,"120.705889,27.966553",,,,,,
正一,泽雅镇岩头宫,浙江省温州市瓯海区泽雅镇李降垟村,周银福,浙江,温州市,"120.474495,28.031805",,,,,,
正一,新桥街道庄济观,浙江省温州市瓯海区新桥街道山前村,王加富,浙江,温州市,"120.613799,27.990352",,,,,,
正一,泽雅镇上潘镇武宫,浙江省温州市瓯海区泽雅镇上潘村,潘有锡,浙江,温州市,"120.430674,27.999321",,,,,,
正一,泽雅镇石马宫,浙江省温州市瓯海区泽雅镇下村大港头,周瑞松,浙江,温州市,"120.478119,28.015512",,,,,,
正一,北城街道东山下孝佑宫,浙江省温州市永嘉县北城街道东山下村,杨春秋,浙江,温州市,"120.677441,28.184561",,,,,,
正一,北城街道杭郭太阴宫,浙江省温州市永嘉县北城街道杭郭村,廖光荣,浙江,温州市,"120.672958,28.175560",,,,,,
正一,大若岩陶公洞,浙江省温州市永嘉县大若岩镇陶公洞,陈国良,浙江,温州市,"120.658841,28.339762",,,,,,
正一,东瓯街道关爷宫,浙江省温州市永嘉县东瓯街道东瓯北工业区,张时彦,浙江,温州市,"120.747520,28.157982",,,,,,
正一,东瓯街道礁川道院,浙江省温州市永嘉县东瓯街道礁头村,金国贤,浙江,温州市,"120.616893,28.059438",,,,,,
正一,枫林镇乌岩宫,浙江省温州市永嘉县枫林镇枫二村,徐建江,浙江,温州市,"120.764410,28.316627",,,,,,
正一,鹤盛镇东皋昙云宫,浙江省温州市永嘉县鹤盛镇东皋村桥下坑,李送花,浙江,温州市,"120.808149,28.379309",,,,,,
正一,黄田街道庵儿道院,浙江省温州市永嘉县黄田街道黄田岙村,李龙法,浙江,温州市,"120.679061,28.087509",,,,,,
正一,黄田街道黄田龙母宫,浙江省温州市永嘉县黄田街道黄田岙村,李陈妙（许陈标）,浙江,温州市,"120.679061,28.087509",,,,,,
正一,黄田街道黄田太阴宫,浙江省温州市永嘉县黄田街道黄田西街83号,黄春定,浙江,温州市,"120.689361,28.081577",,,,,,
正一,碧莲镇徐太白祖庙,浙江省温州市永嘉县碧莲镇碧莲下村后山岭脚,徐招铁,浙江,温州市,"120.563872,28.313877",,,,,,
正一,东城街道嵩罗硐道观,浙江省温州市永嘉县东城街道大溪村前山,张国义,浙江,温州市,"120.868183,28.195467",,,,,,
正一,东城街道天台道观,浙江省温州市永嘉县东城街道陡门村,陈阿岳（陈忠孝）,浙江,温州市,"120.882117,28.217966",,,,,,
正一,东城街道天岩山仙师道观,浙江省温州市永嘉县东城街道浦口村,黄统侦,浙江,温州市,"120.696798,28.146203",,,,,,
正一,东瓯街道张慈观,浙江省温州市永嘉县东瓯街道堡二村,张宝和,浙江,温州市,"120.616622,28.054901",,,,,,
